source,target,assoc_examyear,relation
曺克治之妻父,曺克治,1454,son-in-law
曺好智之妻父,曺好智,1454,son-in-law
曺好智之父,曺好智,1454,son
曺好智之父之妻父,曺好智之父,1454,son-in-law
曺好智之父之父,曺好智之父,1454,son
朴安敬,朴孟智,1454,son
朴玄修,朴安敬,1454,son
朴門敷,朴玄修,1454,son
李三山之妻父,李三山,1454,son-in-law
李三山之父,李三山,1454,son
李三山之父之妻父,李三山之父,1454,son-in-law
李三山之父之父,李三山之父,1454,son
李伯倫,崔埥,1454,son-in-law
李叔畦,郭汾,1454,son-in-law
李叔蕃,金晐,1454,son-in-law
李堅基,李紬,1454,son
李士信,柳未孫,1454,son-in-law
李宜洽,李元孝,1454,son
李峙,金資敬,1454,son-in-law
李師元,李繼昌,1454,son
李師純,李元孝,1454,son-in-law
李從,李文饒,1454,son
李文饒之妻父,李文饒,1454,son-in-law
李紬,李尹孫,1454,son
李繼昌之妻父,李繼昌,1454,son-in-law
林得齊,林秀卿,1454,son
林得齊之妻父,林得齊,1454,son-in-law
林球,林得齊,1454,son
柳仁甫,申粹,1454,son-in-law
柳克渠,柳慶安,1454,son
柳守剛,李尹孫,1454,son-in-law
柳慶安,柳阡,1454,son
柳慶安之妻父,柳慶安,1454,son-in-law
柳方善,金永堅,1454,son-in-law
柳未孫,柳季藩,1454,son
柳濕,柳克渠,1454,son
柳濱,柳未孫,1454,son
柳阡之妻父,柳阡,1454,son-in-law
權復,柳季藩,1454,son-in-law
權循,權至,1454,son
權肅,權循,1454,son
權重貴,權肅,1454,son
河之溟,南致和,1454,son-in-law
申孝信,申粹,1454,son
申檣,申末舟,1454,son
申粹,申卜倫,1454,son
申雅,申孝信,1454,son
白效參,白思粹,1454,son
薛伯民,申末舟,1454,son-in-law
許周,權循,1454,son-in-law
郭德淵,郭汾,1454,son
郭汾,郭自容,1454,son
郭萬慶,金仲祥,1454,son-in-law
鄭光厚,鄭瑋,1454,son
鄭文裔,鄭至韶,1454,son
鄭文裔之妻父,鄭文裔,1454,son-in-law
鄭瑋,鄭文裔,1454,son
鄭知年,鄭孝常,1454,son
鄭知年之妻父,鄭知年,1454,son-in-law
鄭至韶之妻父,鄭至韶,1454,son-in-law
金仲祥,金積福,1454,son
金係錦之妻父,金係錦,1454,son-in-law
金允轍,金庥,1454,son
金克敬,申卜倫,1454,son-in-law
金命世,金潤宗,1454,son
金墩,金係錦,1454,son
金墩之妻父,金墩,1454,son-in-law
金墩之父,金墩,1454,son
金庥,金仲祥,1454,son
金德崇,金貴誡,1454,son
金恧,金命世,1454,son
金懷祖,金瞻,1454,son
金汝礪,金淑,1454,son
金汝礪之妻父,金汝礪,1454,son-in-law
金琛,權至,1454,son-in-law
金瞻,金資敬,1454,son
金積福之妻父,金積福,1454,son-in-law
金自義,金恧,1454,son
金貴誡,金汝礪,1454,son
金資敬,金晐,1454,son
金震孫,金永堅,1454,son
韓忠禮,金淑,1454,son-in-law
高得宗,高台翼,1454,son
黃淵,林秀卿,1454,son-in-law
任君輔,任巨卿,1456,son
任巨卿,任肩,1456,son
任肩,任元濬,1456,son
全由義,李永垠,1456,son-in-law
兪定,兪希益,1456,son
兪定之妻父,兪定,1456,son-in-law
兪希益之妻父,兪希益,1456,son-in-law
兪瑞,兪定,1456,son
兪蕆,兪瑞,1456,son
具綱,朴萱,1456,son-in-law
具達忠,魚世謙,1456,son-in-law
南珪,任元濬,1456,son-in-law
孔頎,金首孫,1456,son-in-law
宋瑚,任肩,1456,son-in-law
宋處恭,崔灝,1456,son-in-law
尹任,尹承安,1456,son
尹任之妻父,尹任,1456,son-in-law
尹任之父,尹任,1456,son
尹延齡,朴大年,1456,son-in-law
尹承安之妻父,尹承安,1456,son-in-law
崔士老,崔漢良,1456,son
崔得河,崔灝,1456,son
崔得河之妻父,崔得河,1456,son-in-law
崔得河之父,崔得河,1456,son
崔思溫,崔鎭,1456,son
崔敬身,金瑞張,1456,son-in-law
崔玉+渠,金新,1456,son-in-law
文松壽,柳睠,1456,son-in-law
朴仲愚,朴崇質,1456,son-in-law
朴仲林,朴大年,1456,son
朴厚林,朴瑞男,1456,son
朴厚林之妻父,朴厚林,1456,son-in-law
朴厚林之父,朴厚林,1456,son
朴大孫,李克增,1456,son-in-law
朴尙衷,朴訔,1456,son
朴嶟,金升卿,1456,son-in-law
朴弘信,金叔滋,1456,son-in-law
朴慮東之妻父,朴慮東,1456,son-in-law
朴承鳳,朴英寶,1456,son
朴球,朴義林,1456,son
朴瑞男之妻父,朴瑞男,1456,son-in-law
朴維,朴慮東,1456,son
朴維之妻父,朴維,1456,son-in-law
朴義林,朴維,1456,son
朴而良,金淀,1456,son-in-law
朴英周,朴萱,1456,son
朴英寶,朴鴻,1456,son
朴萱,朴允儉,1456,son
朴萱,朴崇質,1456,son
朴萱之妻父,朴萱,1456,son-in-law
朴訔,朴萱,1456,son
朴鴻,朴時衡,1456,son
朴鴻之妻父,朴鴻,1456,son-in-law
李仁孫,李克均,1456,son
李仁孫,李克增,1456,son
李伯仁,金繼容,1456,son-in-law
李元增,李永垠,1456,son
李叔畝,李元增,1456,son
李吉安,黃淑,1456,son-in-law
李士侗,李繼禎,1456,son
李士侗之妻父,李士侗,1456,son-in-law
李守哲,鄭忻,1456,son-in-law
李密,金致知,1456,son-in-law
李繼禎之妻父,李繼禎,1456,son-in-law
李鐵根,李克均,1456,son-in-law
林得齊,許譔,1456,son-in-law
柳季聞,柳睠,1456,son
柳敬孫,金順命,1456,son-in-law
柳潁,李元增,1456,son-in-law
洪元淑,金宗蓮,1456,son-in-law
表明秀,表永中,1456,son
表明秀之妻父,表明秀,1456,son-in-law
表明秀之父,表明秀,1456,son
表永中之妻父,表永中,1456,son-in-law
裵示+憂,金宗碩,1456,son-in-law
許錘,許譔,1456,son
趙伯善,朴時衡,1456,son-in-law
鄭忠碩,鄭忻,1456,son
金亨孫,魚世恭,1456,son-in-law
金凝,金繼容,1456,son
金叔滋,金宗碩,1456,son
金吉通,金順命,1456,son
金尙旅,金禮仲,1456,son
金崇道,朴允儉,1456,son-in-law
金忱,金潤善,1456,son
金忱之妻父,金忱,1456,son-in-law
金忱之父,金忱,1456,son
金新,金首孫,1456,son
金新民,金升卿,1456,son
金汾,黃得粹,1456,son-in-law
金淑良,金新,1456,son
金漢眞,金尙旅,1456,son
金潤善之妻父,金潤善,1456,son-in-law
金濤,金致知,1456,son
金確,金宗蓮,1456,son
金禮仲,金淀,1456,son
金禮仲之妻父,金禮仲,1456,son-in-law
金繼容,金瑞張,1456,son
金致知,金漬,1456,son
金貞老,崔鎭,1456,son-in-law
金貴,金漬,1456,son-in-law
魚孝瞻,魚世恭,1456,son
魚孝瞻,魚世謙,1456,son
黃允奇,黃得粹,1456,son
黃守身,崔漢良,1456,son-in-law
黃得粹,黃淑,1456,son
黃河晏,黃允奇,1456,son
劉xx(金義恭之妻父),金義恭,1457,son-in-law
南澤,趙仲發,1457,son-in-law
吳尙德,吳致仁,1457,son
吳致仁,吳凝,1457,son
吳邦植,吳尙德,1457,son
姜安壽,姜徽,1457,son
姜徽,姜子平,1457,son
姜淮仲,姜安壽,1457,son
宋仁山,宋文琳,1457,son
宋仁山之妻父,宋仁山,1457,son-in-law
宋允蕃,宋琠,1457,son
宋琠,宋仁山,1457,son
宋處恭,李恕長,1457,son-in-law
崔丁智,李原,1457,son-in-law
崔安善,許蓀,1457,son-in-law
崔淸,金子鏗,1457,son-in-law
崔濬,成善,1457,son-in-law
徐仲源,徐知文,1457,son
徐仲源之妻父,徐仲源,1457,son-in-law
徐仲源之父,徐仲源,1457,son
徐俊智,徐孝虞,1457,son
徐俊智之妻父,徐俊智,1457,son-in-law
徐俊智之父,徐俊智,1457,son
徐孝虞之妻父,徐孝虞,1457,son-in-law
徐知文之妻父,徐知文,1457,son-in-law
成善,成允文,1457,son
成极,趙岷,1457,son-in-law
成翀,成翼之,1457,son
成翼之,成善,1457,son
文繼宗,柳圍,1457,son-in-law
曺彙,楊順達,1457,son-in-law
朴文星之妻父,朴文星,1457,son-in-law
朴枰,吳凝,1457,son-in-law
朴榮,朴文星,1457,son
朴榮之妻父,朴榮,1457,son-in-law
朴榮之父,朴榮,1457,son
朴皎,鄭而虞,1457,son-in-law
李仁孫,李克墩,1457,son
李原,李墀,1457,son
李士寬,李恕長,1457,son
李夏珍,趙岷,1457,son-in-law
李孝恭,李介甫,1457,son
李孝恭,李吉甫,1457,son
李孝智,姜徽,1457,son-in-law
李守領,李孝恭,1457,son
李寀,姜子平,1457,son-in-law
李岡,李原,1457,son
李嵓,李岡,1457,son
李純全,李介甫,1457,son-in-law
李長孫,高善慶,1457,son-in-law
柳仁老之妻父,柳仁老,1457,son-in-law
柳圍,柳仁老,1457,son
柳巽,柳暉生,1457,son
柳暉生,柳圍,1457,son
梁大渭,吳致仁,1457,son-in-law
梁自源,申松舟,1457,son-in-law
楊治,楊順達,1457,son
楊震,楊治,1457,son
權孝勤,權仲麟,1457,son
權孝勤之妻父,權孝勤,1457,son-in-law
權復,李孝恭,1457,son-in-law
權景,權孝勤,1457,son
權溫,申渙,1457,son-in-law
權至,李克墩,1457,son-in-law
權鉉,權景,1457,son
洪永德,金湘,1457,son-in-law
洪潛,金仍,1457,son-in-law
申仲舟,申渙,1457,son
申檣,申仲舟,1457,son
申檣,申松舟,1457,son
盧孝恭,金良琬,1457,son-in-law
許愭,許扉,1457,son
許扉,許蓀,1457,son
許蓀,許琮,1457,son
趙仁璧,趙師,1457,son
趙仲發,趙岷,1457,son
趙師,趙仲發,1457,son
趙琨,楊治,1457,son-in-law
辛碩祖,李吉甫,1457,son-in-law
鄭保,李墀,1457,son-in-law
鄭淵,申仲舟,1457,son-in-law
鄭賙,鄭而虞,1457,son
金仍,金嶙,1457,son
金仲衡之妻父,金仲衡,1457,son-in-law
金允南,金義恭,1457,son
金墩,成允文,1457,son-in-law
金子鏗,金仲衡,1457,son
金孝敏,金良琬,1457,son
金嶙之妻父,金嶙,1457,son-in-law
金義恭,金湘,1457,son
金自知,金仍,1457,son
金興復,宋文琳,1457,son-in-law
金軺之妻父,金軺,1457,son-in-law
金軺之父,金軺,1457,son
金軺之父之妻父,金軺之父,1457,son-in-law
金軺之父之父,金軺之父,1457,son
金錘,金允南,1457,son
閔安慶,權仲麟,1457,son-in-law
韓瑞鳳,許琮,1457,son-in-law
高壽仁,高善慶,1457,son
高壽仁之妻父,高壽仁,1457,son-in-law
高承顔,高壽仁,1457,son
姜碩德,朴楣,1458,son-in-law
宋復隆,宋根,1458,son
宋有良,宋守殷,1458,son
宋有良之妻父,宋有良,1458,son-in-law
宋根,宋有良,1458,son
張智,鄭孝終,1458,son-in-law
徐均,都夏,1458,son-in-law
朴仲孫,朴楣,1458,son
朴秀林,李壽男,1458,son-in-law
李伯臣,李諴長,1458,son-in-law
李諴長,李壽男,1458,son
睦致,宋守殷,1458,son-in-law
都原柱,都彦麟,1458,son
都彦麟,都賢,1458,son
都賢,都夏,1458,son
都賢之妻父,都賢,1458,son-in-law
鄭知年,鄭孝終,1458,son
吳振卿,金敬文,1459,son-in-law
吳溥,閔沖源,1459,son-in-law
姜茂,姜致恕,1459,son
姜茂之妻父,姜茂,1459,son-in-law
姜茂之父,姜茂,1459,son
孫士晟,孫昭,1459,son
宋公珩,崔堧,1459,son-in-law
宣淳輔之妻父,宣淳輔,1459,son-in-law
宣淳輔之父,宣淳輔,1459,son
宣淳輔之父之妻父,宣淳輔之父,1459,son-in-law
宣淳輔之父之父,宣淳輔之父,1459,son
尹忠信,金良臣,1459,son-in-law
尹韶,閔粹,1459,son-in-law
崔允庸,朴元忠,1459,son-in-law
崔元之,崔自江,1459,son
崔善問,崔漢公,1459,son
崔士老,崔漢禎,1459,son
崔安鳳,李良茂,1459,son-in-law
崔自江,崔善問,1459,son
崔致雨,朴始亨,1459,son-in-law
崔萬理,崔堧,1459,son
張敬源,張重智,1459,son
張純孝,張敬源,1459,son
張重智,張末孫,1459,son
成揜,成順祖,1459,son
成載,金俓,1459,son-in-law
成順祖,成俊,1459,son
曺元福,曺得賢,1459,son
曺得賢,曺兗河,1459,son
曺得賢之妻父,曺得賢,1459,son-in-law
曺權廷,曺元福,1459,son
曺河之妻父,曺河,1459,son-in-law
曺繼門,金宗直,1459,son-in-law
朴中信,朴始亨,1459,son
朴中信之妻父,朴中信,1459,son-in-law
朴元亨,朴安性,1459,son
朴子儉,朴中信,1459,son
朴審問,朴元忠,1459,son
朴永忠,朴翺,1459,son
朴翺,朴元亨,1459,son
李乙年,李長密,1459,son
李啓基,成俊,1459,son-in-law
李慥,李益福,1459,son
李曾門之妻父,李曾門,1459,son-in-law
李楷,李曾門,1459,son
李楷之妻父,李楷,1459,son-in-law
李益福,李楷,1459,son
李碩,金益齡,1459,son-in-law
李繼蕃,李有仁,1459,son
李良茂,李仲元,1459,son
李蘭,成順祖,1459,son-in-law
李言+豈,金礩,1459,son-in-law
李長密,李良茂,1459,son
柳復河,孫昭,1459,son-in-law
柳方敬,李仲元,1459,son-in-law
柳方敬,金礪,1459,son-in-law
柳濱,許誡,1459,son-in-law
柳瓚,鄭孝安,1459,son-in-law
柳譚,權攀,1459,son-in-law
權永愼,張末孫,1459,son-in-law
權踶,權攀,1459,son
段由仁之妻父,段由仁,1459,son-in-law
段由仁之父,段由仁,1459,son
段由仁之父之妻父,段由仁之父,1459,son-in-law
段由仁之父之父,段由仁之父,1459,son
羅仲山之妻父,羅仲山,1459,son-in-law
羅仲山之父,羅仲山,1459,son
羅仲山之父之妻父,羅仲山之父,1459,son-in-law
羅仲山之父之父,羅仲山之父,1459,son
蘇仁達,蘇禹錫,1459,son
蘇仁達之妻父,蘇仁達,1459,son-in-law
蘇禹錫之妻父,蘇禹錫,1459,son-in-law
蘇雄弼,蘇仁達,1459,son
許倜,許誡,1459,son
許貴龍,許倜,1459,son
趙元龜,趙義質,1459,son
趙元龜之妻父,趙元龜,1459,son-in-law
趙元龜之父,趙元龜,1459,son
趙季發,朴安性,1459,son-in-law
趙義質之妻父,趙義質,1459,son-in-law
辛碩祖,崔漢禎,1459,son-in-law
邊尙同,鄭永通,1459,son-in-law
鄭孝安,鄭惟産,1459,son
鄭恂,崔漢公,1459,son-in-law
鄭惟産之妻父,鄭惟産,1459,son-in-law
鄭拯,鄭浩然,1459,son
鄭浩然,鄭永通,1459,son
鄭省吾,鄭孝安,1459,son
鄭臣重,鄭省吾,1459,son
鄭衍,鄭拯,1459,son
金xx(金萃之妻父),金萃,1459,son-in-law
金仲源,金瀞,1459,son
金俓,金良臣,1459,son
金克儉之妻父,金克儉,1459,son-in-law
金剛毅,金克儉,1459,son
金剛毅之妻父,金剛毅,1459,son-in-law
金剛毅之父,金剛毅,1459,son
金叔滋,金宗直,1459,son
金從知之妻父,金從知,1459,son-in-law
金從知之父,金從知,1459,son
金從知之父之妻父,金從知之父,1459,son-in-law
金從知之父之父,金從知之父,1459,son
金思貴,鄭浩然,1459,son-in-law
金敬文,金礩,1459,son
金敬文,金礪,1459,son
金明理,崔善問,1459,son-in-law
金瀞,金敬文,1459,son
金統,金益齡,1459,son
金自知,金俓,1459,son
金若時,金萃,1459,son
金萃,金順誠,1459,son
金達儉,李有仁,1459,son-in-law
金鼎,金若時,1459,son
閔審言,閔沖源,1459,son
閔沖源,閔粹,1459,son
韓緝,金順誠,1459,son-in-law
高台鼎之妻父,高台鼎,1459,son-in-law
高安勝,許倜,1459,son-in-law
高得宗,高台鼎,1459,son
高承顔,張重智,1459,son-in-law
黃續,姜致恕,1459,son-in-law
丁世,丁安景,1460,son
丁子伋之妻父,丁子伋,1460,son-in-law
丁安景,丁衍,1460,son
丁衍,丁子伋,1460,son
任孟智之妻父,任孟智,1460,son-in-law
任賢,任孟智,1460,son
任賢之妻父,任賢,1460,son-in-law
任賢之父,任賢,1460,son
元僐,崔尙河,1460,son-in-law
元叔康之妻父,元叔康,1460,son-in-law
元孝廉,元叔康,1460,son
元志於,安謹厚,1460,son-in-law
卓中之妻父,卓中,1460,son-in-law
卓光茂,卓愼,1460,son
卓希立,卓中,1460,son
卓希立之妻父,卓希立,1460,son-in-law
卓愼,卓希立,1460,son
呂原琥,呂箎,1460,son
呂寶祥,呂遇,1460,son
呂遇,呂原琥,1460,son
周仲文之妻父,周仲文,1460,son-in-law
周夏,周仲文,1460,son
周夏之父,周夏,1460,son
奇勉,柳陽植,1460,son-in-law
姜應亨之妻父,姜應亨,1460,son-in-law
姜毅,姜應亨,1460,son
安孟毅,安緝,1460,son
安孟毅之妻父,安孟毅,1460,son-in-law
安孟毅之父,安孟毅,1460,son
安根之妻父,安根,1460,son-in-law
安欣,崔自濱,1460,son-in-law
安璟,安敦厚,1460,son
安璟,安謹厚,1460,son
安緝之妻父,安緝,1460,son-in-law
安重寶,安根,1460,son
安重寶之妻父,安重寶,1460,son-in-law
安重寶之父,安重寶,1460,son
宋由寶,白希甫,1460,son-in-law
尹塢,李孟賢,1460,son-in-law
尹壽榮之妻父,尹壽榮,1460,son-in-law
尹壽榮之父,尹壽榮,1460,son
尹壽榮之父之妻父,尹壽榮之父,1460,son-in-law
尹壽榮之父之父,尹壽榮之父,1460,son
尹晦,崔尙泂,1460,son-in-law
崔xx_#1117#_(崔八俊)之妻父,崔八俊,1460,son-in-law
崔仁富,崔滈,1460,son
崔宙,崔思厚,1460,son
崔尙河,崔璘,1460,son
崔尙泂,崔涐,1460,son
崔尙濂,崔宙,1460,son
崔得之,崔汝寬,1460,son-in-law
崔思厚,崔自濱,1460,son
崔思厚之妻父,崔思厚,1460,son-in-law
崔有悰,崔敬止,1460,son
崔汔,崔尙泂,1460,son
崔汝寬,崔八俊,1460,son
崔海雲,崔汔,1460,son
崔滈,崔尙河,1460,son
崔瀁,崔進明,1460,son
崔進明,崔汝寬,1460,son
徐志學之妻父,徐志學,1460,son-in-law
徐志學之父,徐志學,1460,son
徐志學之父之妻父,徐志學之父,1460,son-in-law
徐志學之父之父,徐志學之父,1460,son
徐逈,徐允志,1460,son
成可義之妻父,成可義,1460,son-in-law
成孝祥,成福同,1460,son
成福同,成可義,1460,son
成翥,成孝祥,1460,son
曺xx(朴順祖之妻父),朴順祖,1460,son-in-law
曺孝信,曺尙謙,1460,son
曺孝信之妻父,曺孝信,1460,son-in-law
曺尙謙之妻父,曺尙謙,1460,son-in-law
曺漢卿,曺孝信,1460,son
曺琠,曺漢卿,1460,son
朴交益,黃仲夏,1460,son-in-law
朴亨良之妻父,朴亨良,1460,son-in-law
朴亨良之父,朴亨良,1460,son
朴亨良之父之妻父,朴亨良之父,1460,son-in-law
朴亨良之父之父,朴亨良之父,1460,son
朴巖臣之妻父,朴巖臣,1460,son-in-law
朴巖臣之父,朴巖臣,1460,son
朴巖臣之父之妻父,朴巖臣之父,1460,son-in-law
朴巖臣之父之父,朴巖臣之父,1460,son
朴蔚,朴順祖,1460,son
朴融,安敦厚,1460,son-in-law
朴農,周夏,1460,son-in-law
朴順祖,朴榮孫,1460,son
李xx_#1109#_(申叔楨)之妻父,申叔楨,1460,son-in-law
李xx_#1147#_(金學起)之妻父,金學起,1460,son-in-law
李仁孫,李允植,1460,son-in-law
李仁美之妻父,李仁美,1460,son-in-law
李仁美之父,李仁美,1460,son
李仁美之父之妻父,李仁美之父,1460,son-in-law
李仁美之父之父,李仁美之父,1460,son
李介智,李孟賢,1460,son
李允植,李淑文,1460,son
李午,李介智,1460,son
李周孫之妻父,李周孫,1460,son-in-law
李大從,李澤,1460,son
李孟芸,李大從,1460,son
李孟贊之妻父,李孟贊,1460,son-in-law
李孟贊之父,李孟贊,1460,son
李孟贊之父之妻父,李孟贊之父,1460,son-in-law
李孟贊之父之父,李孟贊之父,1460,son
李宀+辛,玄錫圭,1460,son-in-law
李定,白勛,1460,son-in-law
李庚道,丁衍,1460,son-in-law
李慮,李明哲,1460,son
李成幹,李允植,1460,son
李承衍,李淑文,1460,son-in-law
李日善,李午,1460,son
李明哲之妻父,李明哲,1460,son-in-law
李榮世,呂原琥,1460,son-in-law
李永文,洪有矩,1460,son-in-law
李澤,李周孫,1460,son
李澤之妻父,李澤,1460,son-in-law
李珍寶,李慮,1460,son
李終生,金昇,1460,son-in-law
李芾,玄孝生,1460,son-in-law
李蘭,成福同,1460,son-in-law
李賀霖,崔涐,1460,son-in-law
李長景,李珍寶,1460,son
李龜,李成幹,1460,son
柳依,柳陽植,1460,son
柳光甫,柳依,1460,son
柳厚,柳沂,1460,son
柳孝復之妻父,柳孝復,1460,son-in-law
柳方敬,柳孝復,1460,son
柳沂,柳方敬,1460,son
柳陽植,柳自漢,1460,son
梁峻,崔璘,1460,son-in-law
河敬履,李介智,1460,son-in-law
洪延安,洪有矩,1460,son
洪恩,洪延安,1460,son
洪有矩,洪碩輔,1460,son
玄克昭,玄孝生,1460,son
玄孝生,玄錫圭,1460,son
申自繩,申叔楨,1460,son
白希甫,白勛,1460,son
白思孝,白希甫,1460,son
白惟良,白思孝,1460,son
羅洪線,徐允志,1460,son-in-law
蔡潭,崔敬止,1460,son-in-law
裵孝崇,洪碩輔,1460,son-in-law
趙元禧,柳自漢,1460,son-in-law
趙胖,柳方敬,1460,son-in-law
鄭孝本之妻父,鄭孝本,1460,son-in-law
鄭深,呂箎,1460,son-in-law
鄭澍,金汝知,1460,son-in-law
鄭知年,鄭孝本,1460,son
金xx_#1118#_(朴榮孫)之妻父,朴榮孫,1460,son-in-law
金xx_#1121#_(黃震孫)之妻父,黃震孫,1460,son-in-law
金吉孫之妻父,金吉孫,1460,son-in-law
金吉孫之父,金吉孫,1460,son
金吉孫之父之妻父,金吉孫之父,1460,son-in-law
金吉孫之父之父,金吉孫之父,1460,son
金得貴,金萬義,1460,son
金懷愼之妻父,金懷愼,1460,son-in-law
金昐,元孝廉,1460,son-in-law
金根之妻父,金根,1460,son-in-law
金汝海,金根,1460,son
金汝海之妻父,金汝海,1460,son-in-law
金汝海之父,金汝海,1460,son
金汝知,金昇,1460,son
金海忠,金得貴,1460,son
金濤,金汝知,1460,son
金秀命之妻父,金秀命,1460,son-in-law
金秀命之父,金秀命,1460,son
金秀命之父之妻父,金秀命之父,1460,son-in-law
金秀命之父之父,金秀命之父,1460,son
金義和之妻父,金義和,1460,son-in-law
金義和之父,金義和,1460,son
金義和之父之妻父,金義和之父,1460,son-in-law
金義和之父之父,金義和之父,1460,son
金萬義,金學起,1460,son
金重熙,金懷愼,1460,son
金重熙之妻父,金重熙,1460,son-in-law
金重熙之父,金重熙,1460,son
韓xx(李慮之妻父),李慮,1460,son-in-law
韓xx(金萬義之妻父),金萬義,1460,son-in-law
黃仲夏,黃震孫,1460,son
黃鉉,黃仲夏,1460,son
河叔山之妻父,河叔山,1461,son-in-law
河潚,河萬枝,1461,son
河自昆,河叔山,1461,son
河自昆之妻父,河自昆,1461,son-in-law
河萬枝,河自昆,1461,son
洪孝孫,洪貴達,1461,son
洪得禹,洪孝孫,1461,son
洪淳,洪得禹,1461,son
盧緝,洪孝孫,1461,son-in-law
金元孝,金磏,1461,son
金元孝之妻父,金元孝,1461,son-in-law
金元孝之父,金元孝,1461,son
金淑貞,洪貴達,1461,son-in-law
金磏之妻父,金磏,1461,son-in-law
元自敦,元甫崙,1462,son
全仲權,全永齡,1462,son
兪仁守,兪興俊,1462,son
兪獻,兪仁守,1462,son
兪興俊,兪鎭,1462,son
劉整,元甫崙,1462,son-in-law
南允寶,南鼎,1462,son
南得儉,南允寶,1462,son
吳○○,吳○○,1462,son
吳○○,吳孝夫,1462,son
吳○○之妻父,吳○○,1462,son-in-law
吳孝夫之妻父,吳孝夫,1462,son-in-law
吳進文,吳○○,1462,son
吳點,吳庇民,1462,son
姜勖,姜安重,1462,son
姜勖之妻父,姜勖,1462,son-in-law
姜安重之妻父,姜安重,1462,son-in-law
姜珣,姜自警,1462,son
姜自警,姜勖,1462,son
安善福,崔仲生,1462,son-in-law
尹思永,李繼善,1462,son-in-law
尹熺,金運秋,1462,son-in-law
尹粹,尹達蒙,1462,son
尹義孫,朴叔達,1462,son-in-law
尹達蒙,尹顯孫,1462,son
崔仲生,崔淑精,1462,son
崔店,崔命孫,1462,son
崔得露,崔灌,1462,son
崔悌男,尹顯孫,1462,son-in-law
崔承洽,崔仲生,1462,son
崔洵,崔得露,1462,son
崔灌,崔麟壽,1462,son
崔雨甫,崔承洽,1462,son
崔麟壽之妻父,崔麟壽,1462,son-in-law
廉紀,趙普,1462,son-in-law
張xx_#1168#_(鄭致韶)之妻父,鄭致韶,1462,son-in-law
張仲誠之妻父,張仲誠,1462,son-in-law
張季淵,張仲誠,1462,son
張季淵之妻父,張季淵,1462,son-in-law
張標,張翼,1462,son
張繼曾,柳洵,1462,son-in-law
張翼,張季淵,1462,son
徐季通,兪興俊,1462,son-in-law
愼先庚,盧昐,1462,son-in-law
成念祖,成俔,1462,son
成栩,李愼孝,1462,son-in-law
成槪,金侅,1462,son-in-law
朴信諴,朴良,1462,son
朴光理,朴蓁,1462,son
朴喜孫之妻父,朴喜孫,1462,son-in-law
朴喜孫之父,朴喜孫,1462,son
朴喜孫之父之妻父,朴喜孫之父,1462,son-in-law
朴喜孫之父之父,朴喜孫之父,1462,son
朴昕,朴叔達,1462,son
朴昭,朴繼金,1462,son
朴時霖,兪鎭,1462,son-in-law
朴淳,朴昭,1462,son
朴潤福,權得,1462,son-in-law
朴良之妻父,朴良,1462,son-in-law
朴蓁,朴信諴,1462,son
朴襜,李思和,1462,son-in-law
李亮直,李思和,1462,son
李原,李垤,1462,son
李原,柳方善,1462,son-in-law
李垤,李則,1462,son
李塾,成俔,1462,son-in-law
李孟智,李益培,1462,son-in-law
李季由,李達信,1462,son
李宗濬之妻父,李宗濬,1462,son-in-law
李宜洽,李愼孝,1462,son
李思和,李益培,1462,son
李愼孝,李德崇,1462,son
李懷,李宗濬,1462,son
李懷之妻父,李懷,1462,son-in-law
李懷之父,李懷,1462,son
李洧,權慄,1462,son-in-law
李玄實,鄭文裔,1462,son-in-law
李繼善,李箴A,1462,son
李芸蒙,金春卿,1462,son-in-law
李蒙,李季由,1462,son
李蔓實,李亮直,1462,son
李達信,李瓊仝,1462,son
李達信之妻父,李達信,1462,son-in-law
柳仲聞,朴繼金,1462,son-in-law
柳允謙之妻父,柳允謙,1462,son-in-law
柳原之,柳淙,1462,son
柳圍,朴信諴,1462,son-in-law
柳思恭,柳洵,1462,son
柳方善,柳允謙,1462,son
柳沂,柳方善,1462,son
柳淙,柳思恭,1462,son
柳陽植,柳自濱,1462,son
權得,權瑚,1462,son
權技,權慄,1462,son
權暠之妻父,權暠,1462,son-in-law
權溫,李則,1462,son-in-law
權瑚之妻父,權瑚,1462,son-in-law
權肅,權得,1462,son
權需,權暠,1462,son
沈xx_#1186#_(鄭恕)之妻父,鄭恕,1462,son-in-law
洪xx_#1193#_(吳庇民)之妻父,吳庇民,1462,son-in-law
洪尙直,柳思恭,1462,son-in-law
洪庚,洪錫疇,1462,son
洪循性,李德崇,1462,son-in-law
洪潤緖之妻父,洪潤緖,1462,son-in-law
洪禹成,金仁民,1462,son-in-law
洪貴,洪庚,1462,son
洪錫疇,洪潤緖,1462,son
盧叔仝,盧昐,1462,son
盧叔仝,金悌臣,1462,son-in-law
禹堅,崔灌,1462,son-in-law
裵允遜,裵有興,1462,son
裵有興,裵縉,1462,son
裵縉,裵孟厚,1462,son
許瑄,鄭之信,1462,son-in-law
許遵,柳自濱,1462,son-in-law
趙瓚,崔命孫,1462,son-in-law
趙疑,趙普,1462,son
趙疑之妻父,趙疑,1462,son-in-law
趙疑之父,趙疑,1462,son
辛晋保,裵孟厚,1462,son-in-law
鄭之信,鄭恕,1462,son
鄭之唐,李垤,1462,son-in-law
鄭之智,崔淑精,1462,son-in-law
