source,target,assoc_examyear,relation
任世正,申晏,1393,son-in-law
元xx(邊龜壽之妻父),邊龜壽,1393,son-in-law
劉仁統,金孝源,1393,son-in-law
劉敞,柳思訥,1393,son-in-law
卓允順,卓諴,1393,son
卓允順之妻父,卓允順,1393,son-in-law
卓允順之父,卓允順,1393,son
南若生,李擔,1393,son-in-law
南輝珠,李炯,1393,son-in-law
卞季孫之妻父,卞季孫,1393,son-in-law
卞載,卞季孫,1393,son
卞載之妻父,卞載,1393,son-in-law
卞載之父,卞載,1393,son
吳仲卿,李學林,1393,son-in-law
吳尙明之妻父,吳尙明,1393,son-in-law
吳臣冏,吳尙明,1393,son
吳臣冏之妻父,吳臣冏,1393,son-in-law
吳臣冏之父,吳臣冏,1393,son
安翊邦,柳務,1393,son-in-law
宋之毅,宋瑚,1393,son
宋之毅之妻父,宋之毅,1393,son-in-law
宋介臣之妻父,宋介臣,1393,son-in-law
宋守,宋之毅,1393,son
宋文中,宋介臣,1393,son
宋文中之妻父,宋文中,1393,son-in-law
宋文中之父,宋文中,1393,son
宋瑚之妻父,宋瑚,1393,son-in-law
尹定之妻父,尹定,1393,son-in-law
尹得龍,尹定,1393,son
尹禧,尹得龍,1393,son
尹頎,尹禧,1393,son
崔丙禮,黃鉉,1393,son-in-law
崔咸一,崔弘載,1393,son
崔墠,崔咸一,1393,son
崔弘載,崔汭,1393,son
崔弘載之妻父,崔弘載,1393,son-in-law
崔汭之妻父,崔汭,1393,son-in-law
崔洪儀,徐遠,1393,son-in-law
崔湖,徐選,1393,son-in-law
廉大有,閔麟生,1393,son-in-law
張之順,韓哲冲,1393,son-in-law
徐恬,徐璡,1393,son
徐璡,徐遠,1393,son
徐遠,徐選,1393,son
文可容之妻父,文可容,1393,son-in-law
文益夏,文可容,1393,son
文益夏之妻父,文益夏,1393,son-in-law
文益夏之父,文益夏,1393,son
朴乙陽,朴澡,1393,son
朴乙陽之妻父,朴乙陽,1393,son-in-law
朴乙陽之父,朴乙陽,1393,son
朴德生,邊處厚,1393,son-in-law
朴澡之妻父,朴澡,1393,son-in-law
李世光,李思伋,1393,son
李仁淑,李世光,1393,son
李仲明之妻父,李仲明,1393,son-in-law
李仲明之父,李仲明,1393,son
李仲明之父之妻父,李仲明之父,1393,son-in-law
李仲明之父之父,李仲明之父,1393,son
李允紘,李灌,1393,son
李允紘之妻父,李允紘,1393,son-in-law
李學林,李擔,1393,son
李庸,李允紘,1393,son
李思伋,李椒,1393,son
李思伋之妻父,李思伋,1393,son-in-law
李思正,李炯,1393,son
李椒之妻父,李椒,1393,son-in-law
李灌之妻父,李灌,1393,son-in-law
李炯,李叔蕃,1393,son
李簡,金孝孫,1393,son-in-law
李達尊,李學林,1393,son
李齊賢,李達尊,1393,son
柳之淀,閔中理,1393,son-in-law
柳乙淸,柳洽,1393,son
柳仁景,柳成,1393,son
柳儀之妻父,柳儀,1393,son-in-law
柳務,柳儀,1393,son
柳安澤,柳臨,1393,son
柳成,柳乙淸,1393,son
柳淸臣,柳澤,1393,son
柳湜,柳安澤,1393,son
柳澤,柳務,1393,son
柳臨,柳思訥,1393,son
權肅,柳臨,1393,son-in-law
洪潛,洪汝剛,1393,son
洪鐸,洪開道,1393,son
洪開道,洪潛,1393,son
申仲明,申諿,1393,son
申晏,申槪,1393,son
申諿,申晏,1393,son
羅仲呂,羅得卿,1393,son
羅仲呂之妻父,羅仲呂,1393,son-in-law
羅仲呂之父,羅仲呂,1393,son
羅得卿之妻父,羅得卿,1393,son-in-law
蔡允敬,申槪,1393,son-in-law
蘇好仁之妻父,蘇好仁,1393,son-in-law
蘇義,蘇好仁,1393,son
蘇義之妻父,蘇義,1393,son-in-law
蘇義之父,蘇義,1393,son
裵尙度,裵屯,1393,son
裵尙度之妻父,裵尙度,1393,son-in-law
裵屯之妻父,裵屯,1393,son-in-law
裵榮,裵詮,1393,son
裵詮,裵尙度,1393,son
邊永仁,邊龜壽,1393,son
邊用至,邊永仁,1393,son
邊龜壽,邊處厚,1393,son
郭郛,金覲,1393,son-in-law
鄭云敬,黃有定,1393,son-in-law
鄭摠,李叔蕃,1393,son-in-law
鄭至信,柳洽,1393,son-in-law
鄭良生,金存誠,1393,son-in-law
金到門,金覲,1393,son
金存誠,金孝孫,1393,son
金居道,洪汝剛,1393,son-in-law
金居道,韓兼,1393,son-in-law
金承晋,金積善,1393,son
金普,金到門,1393,son
金深,金承晋,1393,son
金湜之妻父,金湜,1393,son-in-law
金燉,卓諴,1393,son-in-law
金燕日,金存誠,1393,son
金積善,金自麟,1393,son
金積善之妻父,金積善,1393,son-in-law
金自麟之妻父,金自麟,1393,son-in-law
金覲,金孝源,1393,son
金輝仲,金湜,1393,son
金輝仲之妻父,金輝仲,1393,son-in-law
金輝仲之父,金輝仲,1393,son
閔中理,閔麟生,1393,son
閔天裕,閔顔,1393,son
閔天裕之妻父,閔天裕,1393,son-in-law
閔天裕之父,閔天裕,1393,son
閔子明,尹得龍,1393,son-in-law
閔愉,洪潛,1393,son-in-law
閔瑾,閔中理,1393,son
閔祥伯,閔瑾,1393,son
閔謹,柳乙淸,1393,son-in-law
閔顔之妻父,閔顔,1393,son-in-law
韓哲冲,韓兼,1393,son
韓希迪,韓哲冲,1393,son
韓庇,韓璉,1393,son
韓庇之妻父,韓庇,1393,son-in-law
韓庇之父,韓庇,1393,son
韓璉,韓希迪,1393,son
韓璉之妻父,韓璉,1393,son-in-law
黃原老,黃瑾,1393,son
黃有定,黃鉉,1393,son
黃瑾,黃有定,1393,son
任獻,郭德淵,1396,son-in-law
南元翰,韓彛,1396,son-in-law
吳仲和,柳儀,1396,son-in-law
尹xx(徐沖之妻父),徐沖,1396,son-in-law
尹善,尹祥,1396,son
尹善之妻父,尹善,1396,son-in-law
尹宣佐,尹粲,1396,son
尹得仁,尹發,1396,son
尹得仁之妻父,尹得仁,1396,son-in-law
尹忠,尹臣端,1396,son
尹發之妻父,尹發,1396,son-in-law
尹粲,尹得仁,1396,son
尹臣端,尹善,1396,son
崔仲淸,崔洵,1396,son
崔仲淸之妻父,崔仲淸,1396,son-in-law
崔冽,崔沃,1396,son
崔沃,崔仲淸,1396,son
崔潾,沈道源,1396,son-in-law
庾公裔,庾順道,1396,son
庾權,庾公裔,1396,son
庾益堅,庾權,1396,son
張羽,李明德,1396,son-in-law
徐倫之妻父,徐倫,1396,son-in-law
徐恬,徐沖,1396,son
徐沖,徐倫,1396,son
徐溫,徐恬,1396,son
曺仲林之妻父,曺仲林,1396,son-in-law
曺孚,曺由仁,1396,son
曺孚之妻父,曺孚,1396,son-in-law
曺寔,曺旱雨,1396,son
曺旱雨,曺興,1396,son
曺時遇,曺孚,1396,son
曺由仁之妻父,曺由仁,1396,son-in-law
曺臣義,曺時遇,1396,son
曺興,曺仲林,1396,son
朴吉中,庾公裔,1396,son-in-law
李乙玉+尔,李吉祥,1396,son
李仁實,琴克諧,1396,son-in-law
李元善,李适,1396,son
李吉祥,李種華,1396,son
李吉祥之妻父,李吉祥,1396,son-in-law
李堣,李曄,1396,son
李存性,河演,1396,son-in-law
李從之妻父,李從,1396,son-in-law
李敬生之父,李敬生,1396,son
李敬生之父之妻父,李敬生之父,1396,son-in-law
李敬生之父之父,李敬生之父,1396,son
李曄,李明德,1396,son
李曄之妻父,李曄,1396,son-in-law
李樛,李元善,1396,son
李璟,郭存中,1396,son-in-law
李種華之妻父,李種華,1396,son-in-law
李衍生,殷汝霖,1396,son-in-law
李誾,崔洵,1396,son-in-law
李适,李從,1396,son
李适之妻父,李适,1396,son-in-law
李龜,閔義生,1396,son-in-law
柳乙淸,柳蒙,1396,son
柳墩,柳鎭,1396,son
柳廷顯,柳顗,1396,son
柳濕,沈孝生,1396,son-in-law
柳蒙之妻父,柳蒙,1396,son-in-law
柳鎭,柳廷顯,1396,son
權哲,郭軾,1396,son-in-law
權湛,金益精,1396,son-in-law
殷宗,殷汝霖,1396,son
殷宗之妻父,殷宗,1396,son-in-law
殷明顯,殷宗,1396,son
殷鱗,殷明顯,1396,son
沈孝生,沈道源,1396,son
沈立仁,沈孝生,1396,son
河允源,河自宗,1396,son
河楫,河允源,1396,son
河自宗,河演,1396,son
琴克諧,琴柔,1396,son
琴操,琴克諧,1396,son
琴進高,琴操,1396,son
盧怡,庾順道,1396,son-in-law
盧異之妻父,盧異,1396,son-in-law
盧異之父,盧異,1396,son
盧異之父之妻父,盧異之父,1396,son-in-law
盧異之父之父,盧異之父,1396,son
郭儀,郭德淵,1396,son
郭儀之妻父,郭儀,1396,son-in-law
郭天生,郭軾,1396,son
郭紹先,郭儀,1396,son
郭膺,郭紹先,1396,son
郭軾,郭存中,1396,son
郭麟,郭天生,1396,son
鄭xx_#38#_(琴柔)之妻父,琴柔,1396,son-in-law
鄭墀之妻父,鄭墀,1396,son-in-law
鄭墀之父,鄭墀,1396,son
鄭墀之父之妻父,鄭墀之父,1396,son-in-law
鄭墀之父之父,鄭墀之父,1396,son
鄭夢周,韓承顔,1396,son-in-law
鄭寓,河自宗,1396,son-in-law
鄭慥之妻父,鄭慥,1396,son-in-law
鄭慥之父,鄭慥,1396,son
鄭慥之父之妻父,鄭慥之父,1396,son-in-law
鄭慥之父之父,鄭慥之父,1396,son
鄭益周,曺興,1396,son-in-law
鄭載之妻父,鄭載,1396,son-in-law
鄭載之父,鄭載,1396,son
鄭載之父之妻父,鄭載之父,1396,son-in-law
鄭載之父之父,鄭載之父,1396,son
鄭餘之妻父,鄭餘,1396,son-in-law
鄭餘之父,鄭餘,1396,son
鄭餘之父之妻父,鄭餘之父,1396,son-in-law
鄭餘之父之父,鄭餘之父,1396,son
鄭䫨,柳廷顯,1396,son-in-law
金休,金益精,1396,son
金佶,金天瑞,1396,son
金光偉,金珥,1396,son
金再思之妻父,金再思,1396,son-in-law
金再思之父,金再思,1396,son
金再思之父之妻父,金再思之父,1396,son-in-law
金再思之父之父,金再思之父,1396,son
金台權,金居翼,1396,son
金天瑞,金需,1396,son
金孝信,金休,1396,son-in-law
金居翼,金涉,1396,son
金居翼之妻父,金居翼,1396,son-in-law
金從理之妻父,金從理,1396,son-in-law
金成牧,金休,1396,son
金敬忠,尹祥,1396,son-in-law
金玖,金成牧,1396,son
金珥,金邦老,1396,son
金瑞芝,金台權,1396,son
金續命,韓理,1396,son-in-law
金謙之妻父,金謙,1396,son-in-law
金邦老,金從理,1396,son
金邦老之妻父,金邦老,1396,son-in-law
金錘,李敬生,1396,son-in-law
金需,金謙,1396,son
金需之妻父,金需,1396,son-in-law
閔中理,閔義生,1396,son
閔仲孫,金涉,1396,son-in-law
韓伯淳,韓樞,1396,son
韓公義,韓理,1396,son
韓宗愈,韓伯淳,1396,son
韓文裕,韓彛,1396,son
韓文裕之妻父,韓文裕,1396,son-in-law
韓文裕之父,韓文裕,1396,son
韓樞,韓皐,1396,son
韓樞之妻父,韓樞,1396,son-in-law
韓渥,韓公義,1396,son
韓理,韓承顔,1396,son
韓皐之妻父,韓皐,1396,son-in-law
元乙規,元素,1399,son
元乙規之妻父,元乙規,1399,son-in-law
元廣德,元乙規,1399,son
元弘弼,元廣德,1399,son
元素之妻父,元素,1399,son-in-law
兪貴生,洪錫疇,1399,son-in-law
吳光廷,吳先敬,1399,son
吳孝冲,吳光廷,1399,son
吳昇,吳孝冲,1399,son
吳裕,韓緝,1399,son-in-law
孫曾之妻父,孫曾,1399,son-in-law
孫曾之父,孫曾,1399,son
孫曾之父之妻父,孫曾之父,1399,son-in-law
孫曾之父之父,孫曾之父,1399,son
安元凱,朴元庇,1399,son-in-law
安文彦,鄭義,1399,son-in-law
宋天運,田畝,1399,son-in-law
尹萬庇,李茂,1399,son-in-law
崔得平之妻父,崔得平,1399,son-in-law
崔得平之父,崔得平,1399,son
崔得平之父之妻父,崔得平之父,1399,son-in-law
崔得平之父之父,崔得平之父,1399,son
崔沌,崔贄,1399,son
崔沚,崔進誠,1399,son
崔沚之妻父,崔沚,1399,son-in-law
崔贄,崔沚,1399,son
崔進誠之妻父,崔進誠,1399,son-in-law
康熙,趙英武,1399,son-in-law
張思彦,金泮,1399,son-in-law
德昌君,田藝,1399,son-in-law
文守成之妻父,文守成,1399,son-in-law
文守成之父,文守成,1399,son
文守成之父之妻父,文守成之父,1399,son-in-law
文守成之父之父,文守成之父,1399,son
曺匡漢,曺訔,1399,son
曺夏,曺繪,1399,son
曺夏之妻父,曺夏,1399,son-in-law
曺繪之妻父,曺繪,1399,son-in-law
曺訔,曺夏,1399,son
朴允英之妻父,朴允英,1399,son-in-law
朴允英之父,朴允英,1399,son
朴允英之父之妻父,朴允英之父,1399,son-in-law
朴允英之父之父,朴允英之父,1399,son
朴元庇,朴光先,1399,son
朴元庇之父,朴元庇,1399,son
朴元挺,朴瑔,1399,son
朴光先之妻父,朴光先,1399,son-in-law
朴安信之妻父,朴安信,1399,son-in-law
朴思德,朴文老,1399,son-in-law
朴文老,朴安信,1399,son
朴瑔,朴文老,1399,son
朴秀,柳伯濡,1399,son-in-law
李公義之妻父,李公義,1399,son-in-law
李原幹,李居敬,1399,son
李壽昌,李釋之,1399,son-in-law
李居敬,李茂,1399,son
李松賢,李洽,1399,son
李洽,李釋之,1399,son
李竦,鄭安止,1399,son-in-law
李芳年,洪康,1399,son-in-law
李茂,李公義,1399,son
李蘇,柳荑,1399,son-in-law
李行,金訓,1399,son-in-law
李釋之,李安直,1399,son
李陽敷之妻父,李陽敷,1399,son-in-law
李陽敷之父,李陽敷,1399,son
李陽敷之父之妻父,李陽敷之父,1399,son-in-law
李陽敷之父之父,李陽敷之父,1399,son
柳仁洽,柳翼之,1399,son
柳仁洽之妻父,柳仁洽,1399,son-in-law
柳仲淵,柳仁洽,1399,son
柳伯濡,柳渼,1399,son
柳光秀,柳荑,1399,son
柳塘,柳松節,1399,son
柳宗揆之妻父,柳宗揆,1399,son-in-law
柳宗揆之父,柳宗揆,1399,son
柳宗揆之父之妻父,柳宗揆之父,1399,son-in-law
柳宗揆之父之父,柳宗揆之父,1399,son
柳廷顯,柳暲,1399,son
柳成臣,柳方澤,1399,son
柳方澤,柳伯濡,1399,son
柳松節,柳光秀,1399,son
柳池,柳仲淵,1399,son
柳沄,柳博,1399,son
柳沄之妻父,柳沄,1399,son-in-law
柳滸,李安直,1399,son-in-law
柳濡,柳沄,1399,son
柳翼之之妻父,柳翼之,1399,son-in-law
柳靖,柳濡,1399,son
洪壽山,洪貴,1399,son
洪康,洪錫疇,1399,son
洪貴,洪康,1399,son
玄孟仁,柳渼,1399,son-in-law
玉全伯,玉安德,1399,son
玉安德,玉斯美,1399,son
玉斯美,玉沽,1399,son
王鎭,趙敍,1399,son-in-law
田希慶,田祿生,1399,son
田恒,田藝,1399,son
田漢,田畝,1399,son
田畝,田可植,1399,son
田祿生,田恒,1399,son
田貴生,田漢,1399,son
申時命,吳光廷,1399,son-in-law
皇甫規之妻父,皇甫規,1399,son-in-law
皇甫規之父,皇甫規,1399,son
皇甫規之父之妻父,皇甫規之父,1399,son-in-law
皇甫規之父之父,皇甫規之父,1399,son
盧仲凱,玉沽,1399,son-in-law
盧尙禮,金復恒,1399,son-in-law
禹xx(田恒之妻父),田恒,1399,son-in-law
趙世珍,趙英武,1399,son
趙文祐,柳光秀,1399,son-in-law
趙玄璲之妻父,趙玄璲,1399,son-in-law
趙玄璲之父,趙玄璲,1399,son
趙玄璲之父之妻父,趙玄璲之父,1399,son-in-law
趙玄璲之父之父,趙玄璲之父,1399,son
趙珣厚,趙世珍,1399,son
趙英武,趙敍,1399,son
辛用謙,玉斯美,1399,son-in-law
鄭xx_#75#_(吳先敬)之妻父,吳先敬,1399,son-in-law
鄭義,鄭安止,1399,son
鄭義之父,鄭義,1399,son
金乙佐,田可植,1399,son-in-law
金九淵之妻父,金九淵,1399,son-in-law
金九淵之父,金九淵,1399,son
金九淵之父之妻父,金九淵之父,1399,son-in-law
金九淵之父之父,金九淵之父,1399,son
金仁通,金致敬,1399,son
金令貽,金吉元,1399,son
金吉元,金宗敬,1399,son
金宗敬,金訓,1399,son
金宗衍,柳暲,1399,son-in-law
金泮之父,金泮,1399,son
金泮之父之妻父,金泮之父,1399,son-in-law
金泮之父之父,金泮之父,1399,son
金濂之妻父,金濂,1399,son-in-law
金濂之父,金濂,1399,son
金濂之父之妻父,金濂之父,1399,son-in-law
金濂之父之父,金濂之父,1399,son
金珸,金宗敬,1399,son-in-law
金致敬,金遂,1399,son
金遂,金復恒,1399,son
金遂之妻父,金遂,1399,son-in-law
陳忠貴,柳博,1399,son-in-law
韓臣賢,韓緝,1399,son
韓臣賢之妻父,韓臣賢,1399,son-in-law
韓臣賢之父,韓臣賢,1399,son
元冲甲,元大器,1401,son
元大器,元道,1401,son
元肅之妻父,元肅,1401,son-in-law
元道,元肅,1401,son
元道之妻父,元道,1401,son-in-law
吳xx_#103#_(朴熙宗)之妻父,朴熙宗,1401,son-in-law
吳仁守,吳點,1401,son
吳天啓,吳臣柱,1401,son
吳臣柱,吳仁守,1401,son
周乙序之妻父,周乙序,1401,son-in-law
周乙序之父,周乙序,1401,son
周乙序之父之妻父,周乙序之父,1401,son-in-law
周乙序之父之父,周乙序之父,1401,son
安器,柳寬,1401,son-in-law
宋忠孫,尹尙殷,1401,son-in-law
尹智孫,尹尙殷,1401,son
尹智孫之妻父,尹智孫,1401,son-in-law
尹澤,尹龜生,1401,son
尹琬,尹自誠,1401,son
尹紹宗,尹淮,1401,son
尹臨,柳士根,1401,son-in-law
尹自誠,尹智孫,1401,son
尹龜生,尹紹宗,1401,son
崔仲孫,梁宜生,1401,son-in-law
崔汲,金玳,1401,son-in-law
廉悌臣,李竦,1401,son-in-law
張碩根,張晋,1401,son
張碩根之妻父,張碩根,1401,son-in-law
張碩根之父,張碩根,1401,son
徐勖,徐孝孫,1401,son
徐孝孫,徐晋,1401,son
徐永孫,柳滸,1401,son-in-law
徐諲,徐勖,1401,son
慶臻,洪吉旼,1401,son-in-law
成xx_#110#_(梁權)之妻父,梁權,1401,son-in-law
成之傑,成溍,1401,son
成敷錫之妻父,成敷錫,1401,son-in-law
成溍,成敷錫,1401,son
成溍之妻父,成溍,1401,son-in-law
成萬庸,成之傑,1401,son
曺繼芳,徐孝孫,1401,son-in-law
朴允甫,朴漸,1401,son
朴宗柱,朴允甫,1401,son
朴成柱,吳仁守,1401,son-in-law
朴洪瑞,朴溫,1401,son
朴溫,朴熙宗,1401,son
朴漸,朴瑞生,1401,son
朴漸之妻父,朴漸,1401,son-in-law
朴瑞生之妻父,朴瑞生,1401,son-in-law
朴瓊,尹紹宗,1401,son-in-law
朴瞻,朴洪瑞,1401,son
李xx_#131#_(金兪甫)之妻父,金兪甫,1401,son-in-law
李仲實,金矩,1401,son-in-law
李允琛,李天白,1401,son
李升,李竦,1401,son
李士贇,鄭夢周,1401,son-in-law
李天白,李行,1401,son
李廷堅,鄭宗本,1401,son-in-law
李竦,李蹈,1401,son
李翊,李升,1401,son
李行,李辶+赤,1401,son
柳安澤,柳寬,1401,son
柳寬,柳孟聞,1401,son
柳淑,李行,1401,son-in-law
柳滸,柳士根,1401,son
柳濡,柳滸,1401,son
梁允瑛,梁思道,1401,son
梁宜生,梁權,1401,son
梁思道,梁宜生,1401,son
權xx_#129#_(李韜)之妻父,李韜,1401,son-in-law
權希正,裵尙志,1401,son-in-law
洪吉旼,洪汝方,1401,son
洪普賢,洪吉旼,1401,son
洪瑜,洪普賢,1401,son
洪璣,柳孟聞,1401,son-in-law
王宗,尹淮,1401,son-in-law
田薿,朴溫,1401,son-in-law
申xx(趙誼之妻父),趙誼,1401,son-in-law
申夏,趙末生,1401,son-in-law
盧宗福,盧謹,1401,son
盧忠允,盧革,1401,son
盧忠允之妻父,盧忠允,1401,son-in-law
盧謹,盧忠允,1401,son
盧革之妻父,盧革,1401,son-in-law
蔡光祿,徐晋,1401,son-in-law
裵尙志,裵桓,1401,son
裵承漸,金自溫,1401,son-in-law
裵詮,裵尙志,1401,son
裵錦之妻父,裵錦,1401,son-in-law
裵錦之父,裵錦,1401,son
裵錦之父之妻父,裵錦之父,1401,son-in-law
裵錦之父之父,裵錦之父,1401,son
趙仁弼,趙誼,1401,son
趙允璿,趙瑚,1401,son
趙岑,趙仁弼,1401,son
趙瑚,趙須,1401,son
趙瑚之妻父,趙瑚,1401,son-in-law
趙璉,趙允璿,1401,son
趙臣祐,金遡,1401,son-in-law
趙誼,趙從生,1401,son
趙誼,趙末生,1401,son
趙須之妻父,趙須,1401,son-in-law
鄭云瓘,鄭夢周,1401,son
鄭允老之妻父,鄭允老,1401,son-in-law
鄭夢周,鄭宗本,1401,son
鄭廉,鄭林生,1401,son
鄭惟伯,鄭廉,1401,son
鄭有龍,吳點,1401,son-in-law
鄭林生,鄭允老,1401,son
鄭林生之妻父,鄭林生,1401,son-in-law
鄭湜,李辶+赤,1401,son-in-law
鄭疇之妻父,鄭疇,1401,son-in-law
鄭疇之父,鄭疇,1401,son
鄭疇之父之妻父,鄭疇之父,1401,son-in-law
鄭疇之父之父,鄭疇之父,1401,son
鄭符,洪汝方,1401,son-in-law
鄭裕,鄭云瓘,1401,son
金仲孫,金元器,1401,son
金元器,金沱,1401,son
金元器之妻父,金元器,1401,son-in-law
金台用,金敬義之父,1401,son
金將有,金仲孫,1401,son
金就用,裵桓,1401,son-in-law
金敬義,金瓚,1401,son
金敬義之妻父,金敬義,1401,son-in-law
金敬義之父,金敬義,1401,son
金毅,金兪甫,1401,son
金毅之妻父,金毅,1401,son-in-law
金沱之妻父,金沱,1401,son-in-law
金爲民之妻父,金爲民,1401,son-in-law
金爲民之父,金爲民,1401,son
金爲民之父之妻父,金爲民之父,1401,son-in-law
金爲民之父之父,金爲民之父,1401,son
金玳,金自溫,1401,son
金瓚之妻父,金瓚,1401,son-in-law
金生麗,張晋,1401,son-in-law
金矩之父,金矩,1401,son
金矩之父之妻父,金矩之父,1401,son-in-law
金矩之父之父,金矩之父,1401,son
金碩材,金華,1401,son
金良粹,金毅,1401,son
金英,金碩材,1401,son
金英伯,金玳,1401,son
金華,金遡,1401,son
金華之妻父,金華,1401,son-in-law
金裔,金英伯,1401,son
韓孟復,趙從生,1401,son-in-law
韓牧之妻父,韓牧,1401,son-in-law
韓牧之父,韓牧,1401,son
韓牧之父之妻父,韓牧之父,1401,son-in-law
韓牧之父之父,韓牧之父,1401,son
兪勉,河澹,1402,son-in-law
吳奕忠,崔士柔,1402,son-in-law
周命雍,周起敬,1402,son
周璘,周晃,1402,son
周起敬,周璘,1402,son
安束,鄭賙,1402,son-in-law
宋元美,宋珣,1402,son
宋公孫,宋復,1402,son
宋得時,宋褒,1402,son
宋得時之妻父,宋得時,1402,son-in-law
宋得時之父,宋得時,1402,son
宋復之妻父,宋復,1402,son-in-law
宋珣,宋公孫,1402,son
宋璿,閔霽,1402,son-in-law
宋褒之妻父,宋褒,1402,son-in-law
宣良佐,趙承肅,1402,son-in-law
尹大莊,尹瑞,1402,son
尹天寶,尹擧,1402,son
尹瑞,尹天寶,1402,son
尹邦昌,曺尙,1402,son-in-law
崔善甫,崔子忠,1402,son
崔子忠,崔潤文,1402,son
崔潤文,崔士柔,1402,son
徐省之父,徐省,1402,son
徐省之父之妻父,徐省之父,1402,son-in-law
徐省之父之父,徐省之父,1402,son
文獻之妻父,文獻,1402,son-in-law
文秀才,文質,1402,son
文臣佐,文秀才,1402,son
文質,文獻,1402,son
文質之妻父,文質,1402,son-in-law
曺大莊,曺天瑞,1402,son
曺天瑞,曺挺儒,1402,son
曺挺儒,曺尙,1402,son
曺挺儒之妻父,曺挺儒,1402,son-in-law
朱xx_#143#_(梁思)之妻父,梁思,1402,son-in-law
朴孝悌之妻父,朴孝悌,1402,son-in-law
朴安擇,朴敦義,1402,son
朴敦義,朴孝悌,1402,son
朴敦義之妻父,朴敦義,1402,son-in-law
朴文榟,朴安擇,1402,son
李保,宋公孫,1402,son-in-law
李元樀,許周,1402,son-in-law
李文挺,金自淵,1402,son-in-law
李東美,趙從禮,1402,son-in-law
李玄雨,周晃,1402,son-in-law
李茁之妻父,李茁,1402,son-in-law
李茁之父,李茁,1402,son
李茁之父之妻父,李茁之父,1402,son-in-law
李茁之父之父,李茁之父,1402,son
李貞幹,許誠,1402,son-in-law
柳叔,周璘,1402,son-in-law
柳葆,權繕,1402,son-in-law
梁世,梁崧,1402,son
梁公呂,梁思逖,1402,son
梁崧,梁公呂,1402,son
權儼,權詳,1402,son
權允保,權約,1402,son
權允保之妻父,權允保,1402,son-in-law
權厚,金孝貞,1402,son-in-law
權執智,閔無悔,1402,son-in-law
權子輿,權允保,1402,son
權守洪,權子輿,1402,son
權皐,權儼,1402,son
權約之妻父,權約,1402,son-in-law
權詳,權繕,1402,son
河之伯,河澹,1402,son
河玄,河胤,1402,son
河胤,河之伯,1402,son
洪希忠,申曉,1402,son-in-law
洪德安,裵澣,1402,son-in-law
洪璣,徐省,1402,son-in-law
王璯,權詳,1402,son-in-law
申xx(梁公呂之妻父),梁公呂,1402,son-in-law
申包翅,申檣,1402,son
申德隣,申包翅,1402,son
申思敬,申德隣,1402,son
申晏,申曉,1402,son
裵澣之父,裵澣,1402,son
裵澣之父之妻父,裵澣之父,1402,son-in-law
裵澣之父之父,裵澣之父,1402,son
許允昌,許貴龍,1402,son
許周,許誠,1402,son
許貴龍,許周,1402,son
趙承肅,趙從禮,1402,son
趙璥,趙承肅,1402,son
邊仁奇,尹天寶,1402,son-in-law
鄭仁保,鄭釐,1402,son
鄭子敡,陳龍角,1402,son-in-law
鄭安生,鄭仁保,1402,son
鄭居敏,鄭還,1402,son
鄭居敏之妻父,鄭居敏,1402,son-in-law
鄭居敏之父,鄭居敏,1402,son
鄭文振,鄭釐,1402,son-in-law
鄭有,申檣,1402,son-in-law
鄭繪之妻父,鄭繪,1402,son-in-law
鄭繪之父,鄭繪,1402,son
鄭繪之父之妻父,鄭繪之父,1402,son-in-law
鄭繪之父之父,鄭繪之父,1402,son
鄭還之妻父,鄭還,1402,son-in-law
鄭釐,鄭賙,1402,son
金乙卷,金寧,1402,son
金乙卷之妻父,金乙卷,1402,son-in-law
金伈之妻父,金伈,1402,son-in-law
金伈之父,金伈,1402,son
金伈之父之妻父,金伈之父,1402,son-in-law
金伈之父之父,金伈之父,1402,son
金元老,金濟海,1402,son
金克柔之妻父,金克柔,1402,son-in-law
金克柔之父,金克柔,1402,son
金克柔之父之妻父,金克柔之父,1402,son-in-law
金克柔之父之父,金克柔之父,1402,son
金南賁,金天應,1402,son
金壽珍,金最,1402,son
金壽珍之妻父,金壽珍,1402,son-in-law
金壽珍之父,金壽珍,1402,son
金天應,金乙卷,1402,son
金寧之妻父,金寧,1402,son-in-law
金彼之妻父,金彼,1402,son-in-law
金敬德,陳遵,1402,son-in-law
金最之妻父,金最,1402,son-in-law
金沖漢,申包翅,1402,son-in-law
金濟海,金自淵,1402,son
金生麗,尹擧,1402,son-in-law
金知孝之妻父,金知孝,1402,son-in-law
金知孝之父,金知孝,1402,son
金知孝之父之妻父,金知孝之父,1402,son-in-law
金知孝之父之父,金知孝之父,1402,son
金知逈之妻父,金知逈,1402,son-in-law
金知逈之父,金知逈,1402,son
金知逈之父之妻父,金知逈之父,1402,son-in-law
金知逈之父之父,金知逈之父,1402,son
金祗承,金彼,1402,son
金祗承之妻父,金祗承,1402,son-in-law
金祗承之父,金祗承,1402,son
金自淵,金孝貞,1402,son
金良佑,河之伯,1402,son-in-law
閔忭,閔霽,1402,son
閔霽,閔無悔,1402,son
閔頔,閔忭,1402,son
陳就,陳英贊,1402,son
陳英贊,陳龍角,1402,son
陳龍角,陳遵,1402,son
高夢賢之妻父,高夢賢,1402,son-in-law
高安勝,高進,1402,son
高懽,高安勝,1402,son
高進,高夢賢,1402,son
